199.999999999998,199.999999999992,199.999999999989,199.999999999997,199.999999999976,199.99999999998,199.999999999988,199.999999999975,199.999999999938,199.999999999955,199.999999999953,199.99999999996,199.999999999962,199.999999999937,199.999999999973,199.999999999949,199.999999999936,199.999999999946,199.999999999933,199.999999999954,199.999999999941,199.999999999939,199.999999999953,199.999999999912,199.999999999964,199.999999999992,199.999999999934,199.999999999917,200.000000000069,199.999999999996,200.000000000008,199.99999999994,199.999999999919,200.000000000013,199.999999999968,199.999999999953,199.999999999895,199.999999999911,200.000000000011,199.999999999943,199.999999999993,199.999999999928,199.999999999877,199.999999999975,199.999999999986,199.999999999927,199.999999999911,199.999999999842,200.000000000027,199.999999999919,199.999999999884,199.99999999992,199.999999999825,199.999999999797,199.999999999807,200.000000000054,199.999999999968,199.999999999989,199.999999999974,199.999999999939,199.999999999889,199.999999999792,199.99999999984,199.999999999787,199.999999999737,200.000000000022,200.000000000007,200.000000000034,199.999999999848,199.99999999994,199.999999999797,199.999999999868,199.999999999791,199.999999999719,199.999999999737,200.000000000033,199.999999999943,199.999999999942,199.999999999929,199.999999999812,199.999999999859,199.999999999842,199.99999999977,199.999999999744,199.999999999667,199.99999999971,199.999999999975,199.999999999882,199.999999999885,199.999999999893,199.999999999776,199.999999999807,199.999999999877,199.99999999962,199.999999999712,199.999999999888,199.999999999951,199.999999999874,199.999999999826,199.999999999856
200,200,200.000000000003,200.000000000004,199.999999999999,200,200.000000000004,200.000000000013,200.000000000012,200.000000000018,200.00000000002,200.00000000001,200.000000000014,200.000000000011,200.00000000001,200.000000000012,200.000000000011,200.000000000017,200.000000000016,200.000000000017,200.000000000021,200.000000000012,200.000000000018,200.000000000023,200.000000000028,199.999999999975,199.999999999979,200.000000000018,200.000000000009,200.000000000013,200.000000000018,199.999999999978,199.999999999987,199.999999999988,199.999999999983,200.000000000004,200.000000000003,200.000000000011,200.000000000011,199.999999999999,199.999999999977,200.000000000004,199.999999999995,200.000000000005,200.000000000009,200.00000000001,200.00000000001,200.000000000011,200.000000000021,200.000000000019,200.000000000031,200.00000000003,200.000000000034,199.999999999984,200.000000000056,200.000000000018,200.00000000007,200.000000000037,200.000000000059,200.000000000042,200.000000000067,200.000000000046,200.000000000077,200.000000000048,200.000000000008,199.999999999983,200.000000000016,199.999999999991,200.000000000023,199.999999999959,200.000000000005,199.999999999958,200.000000000013,199.999999999964,200.00000000001,199.99999999998,200.000000000007,199.999999999982,200.000000000012,199.999999999977,200.000000000017,199.999999999983,200.000000000032,200,200.00000000005,200.000000000002,200.00000000005,200,200.000000000047,200.000000000024,200.000000000056,200.000000000012,200.000000000069,200.000000000018,200.000000000033,200.000000000006,200.000000000025,200.000000000008,200.00000000004,200.000000000003
200,200,199.999999999998,200,200.000000000003,200.000000000002,199.999999999999,199.999999999992,199.999999999996,200,199.999999999995,199.999999999999,199.999999999993,199.999999999997,199.999999999991,199.999999999998,200.000000000006,199.999999999999,199.999999999994,199.999999999993,200,200,199.999999999993,200.000000000003,199.999999999982,200,200.000000000009,200.000000000016,200.000000000016,199.999999999998,200.000000000004,200.000000000003,200.000000000007,200.000000000013,200.000000000004,200.000000000018,200.000000000005,200.000000000009,200.000000000006,199.999999999999,200.000000000011,200.000000000009,200.000000000008,200.000000000012,199.999999999998,200.000000000008,199.999999999999,200.000000000014,199.999999999976,200.000000000012,199.99999999999,199.999999999977,200.000000000001,199.999999999997,200.000000000019,199.999999999987,200.000000000003,200.000000000001,199.999999999998,200.00000000001,200.000000000006,199.999999999984,199.999999999981,199.999999999973,199.999999999993,199.999999999983,200.000000000022,200.000000000004,200,199.999999999997,200.000000000012,199.999999999971,200.000000000004,199.99999999998,199.999999999986,199.999999999994,199.999999999994,200.000000000022,199.999999999969,200,200.000000000005,199.999999999976,200.000000000009,200.00000000001,199.999999999981,199.999999999982,199.999999999999,199.99999999996,199.999999999992,199.999999999974,200.000000000006,200.000000000001,199.999999999984,199.999999999973,200.000000000004,199.999999999993,199.999999999975,199.999999999983,199.999999999966,199.999999999957
200,199.999999999999,200.000000000002,200,200,200,200.000000000001,200.000000000001,199.999999999998,200.000000000002,200,199.999999999999,200.000000000004,199.999999999993,199.999999999999,199.999999999994,199.99999999999,199.999999999994,199.999999999996,199.999999999998,200,199.999999999994,199.999999999995,199.999999999995,199.999999999995,200.000000000011,200.000000000008,200.00000000001,200.000000000008,200.000000000014,200.000000000011,200.00000000001,200.000000000013,200.000000000022,200.000000000008,200.000000000018,200.000000000011,199.999999999996,200.000000000005,200.000000000016,199.999999999996,200.000000000016,200.000000000028,200.000000000016,200.000000000028,200.000000000015,200.000000000006,200.000000000013,200.000000000003,200.000000000008,200.000000000009,200.000000000023,200.000000000028,200.00000000002,200.000000000026,200.000000000018,200.000000000008,200.000000000017,200.00000000002,200.000000000039,200.000000000028,200.000000000033,200.000000000022,200.000000000034,200.000000000038,200.000000000037,200.000000000047,200.000000000048,200.000000000063,200.000000000054,199.999999999986,200.000000000003,200.00000000001,200.00000000002,200.000000000036,200.000000000008,200.000000000024,200.000000000019,200.000000000045,200.000000000038,200.000000000026,200.000000000021,200.000000000026,200.000000000027,200.000000000042,200.000000000052,200.000000000026,200.000000000019,200.000000000047,200.000000000042,199.999999999992,200.00000000002,200.000000000008,200.000000000011,200.000000000015,200.000000000028,200.000000000031,200.000000000005,200.00000000002,200.000000000028
200,200,199.999999999999,199.999999999997,199.999999999997,199.999999999997,199.999999999999,199.999999999998,199.999999999998,199.999999999998,199.999999999997,199.999999999993,199.999999999993,199.999999999999,199.999999999993,199.999999999997,199.999999999997,199.999999999993,199.99999999999,199.999999999996,199.999999999991,199.999999999994,199.99999999999,199.999999999989,199.999999999995,199.999999999972,199.999999999967,199.999999999979,199.99999999999,199.999999999969,199.999999999976,199.99999999997,199.999999999972,199.999999999966,199.999999999981,199.999999999968,199.999999999965,199.999999999972,199.999999999962,199.999999999975,199.999999999994,199.999999999969,199.999999999963,199.999999999958,199.999999999968,199.999999999961,199.999999999963,199.999999999961,199.999999999954,199.999999999967,199.999999999977,199.999999999971,199.999999999967,199.99999999996,199.999999999971,199.999999999969,199.999999999981,199.999999999979,199.999999999976,199.999999999971,199.999999999965,199.999999999959,199.999999999975,199.999999999971,199.999999999959,199.999999999951,199.999999999969,199.999999999967,199.999999999961,199.999999999981,199.999999999978,199.999999999982,199.999999999962,199.999999999974,199.99999999997,199.999999999967,199.999999999957,199.999999999949,199.999999999949,199.999999999959,199.999999999951,199.999999999944,199.99999999997,199.999999999959,199.999999999959,199.99999999995,199.999999999944,199.999999999975,199.99999999997,199.999999999955,199.999999999926,199.999999999967,199.99999999995,199.999999999955,199.999999999967,199.999999999969,199.999999999948,199.999999999958,199.999999999984,199.999999999984
200,200,199.999999999999,200.000000000001,200.000000000001,200,199.999999999999,199.999999999996,199.999999999996,199.999999999996,199.999999999995,199.999999999992,199.999999999997,199.999999999993,200,199.999999999992,199.999999999998,199.999999999998,199.999999999993,199.99999999999,200.000000000003,199.99999999999,199.999999999992,199.999999999996,199.999999999997,199.999999999989,199.999999999993,200,199.999999999999,200.000000000002,199.999999999982,199.999999999999,199.999999999995,199.999999999998,200.00000000002,199.99999999999,199.999999999995,199.999999999999,199.999999999996,199.999999999994,199.999999999988,199.99999999999,199.999999999997,199.99999999999,199.999999999995,199.99999999999,200.000000000012,199.999999999976,199.999999999999,199.99999999999,199.999999999981,199.99999999998,199.999999999985,199.999999999973,199.99999999996,199.999999999987,199.999999999975,199.99999999998,199.999999999974,199.999999999983,199.999999999969,199.999999999995,199.999999999979,199.99999999998,199.99999999997,199.999999999973,199.999999999967,199.999999999965,199.999999999987,199.999999999975,199.999999999977,199.999999999984,199.999999999987,199.999999999976,199.99999999997,199.999999999979,199.999999999968,199.999999999952,199.999999999974,199.999999999961,199.999999999969,199.999999999975,199.999999999981,199.999999999958,199.999999999988,199.999999999971,199.999999999974,199.999999999965,199.999999999984,199.999999999971,199.999999999973,199.999999999969,199.999999999962,199.999999999951,199.999999999957,199.999999999947,199.999999999969,199.999999999991,199.999999999975,199.999999999952
200,200,200.000000000001,200,199.999999999999,199.999999999999,199.999999999998,200.000000000003,200.000000000001,200.000000000001,200,200.000000000003,200,200.000000000003,199.999999999998,200.000000000004,199.999999999999,199.999999999998,199.999999999998,200.000000000003,199.999999999998,200.000000000003,200,199.999999999996,199.999999999999,200.000000000001,199.999999999999,200.00000000001,199.99999999998,200.000000000002,199.999999999999,200.000000000008,199.999999999999,200.000000000001,199.99999999999,200.000000000008,200.000000000004,199.999999999999,200,199.999999999999,199.999999999978,199.999999999998,200,199.999999999996,200,200.000000000001,199.999999999988,200.000000000004,199.999999999998,200,199.99999999998,199.999999999983,199.999999999984,199.999999999982,199.999999999987,200,199.999999999993,199.999999999961,199.999999999984,199.99999999998,199.99999999999,199.999999999986,199.999999999979,199.99999999998,199.999999999971,199.999999999984,199.999999999984,199.999999999988,199.999999999995,199.999999999987,199.999999999999,199.99999999997,199.999999999986,199.999999999982,199.999999999985,199.99999999999,199.999999999988,199.999999999981,199.999999999971,199.999999999987,199.999999999983,199.999999999991,199.999999999986,199.999999999988,199.999999999999,199.999999999991,199.999999999991,199.999999999967,199.99999999998,199.999999999976,199.999999999988,199.999999999984,199.999999999993,199.99999999998,199.999999999969,199.999999999983,199.99999999999,199.99999999999,199.999999999986,199.999999999993
200,200,200,200,200.000000000001,200.000000000001,199.999999999999,200.000000000001,200.000000000003,199.999999999998,200.000000000001,200.000000000003,200.000000000001,200.000000000006,200.000000000003,200.000000000006,200.000000000008,200.000000000003,200.000000000006,200.000000000005,200.000000000005,200.000000000009,200.000000000009,200.000000000003,200.000000000011,200.000000000008,200.000000000009,200.00000000001,200.000000000017,200.000000000005,200.000000000004,200.000000000016,200.000000000015,200.000000000017,200.000000000012,200.000000000007,200.000000000008,200.000000000008,200.00000000001,200.000000000014,200.00000000002,200.000000000002,200.000000000003,200.000000000005,200.000000000005,200.000000000007,200.000000000018,200.00000000002,200.000000000023,200.000000000025,200.000000000008,200.000000000005,200.000000000008,200.000000000009,200.000000000004,200.000000000012,200.000000000033,200.000000000014,200.000000000003,200.000000000016,200.000000000006,200.000000000022,200.000000000013,200.00000000002,200.000000000007,200.000000000005,200.000000000009,200.000000000007,200.00000000003,200.000000000002,200.000000000021,200.000000000008,200.000000000021,200.000000000013,200.000000000021,200.000000000014,200.000000000023,199.999999999997,200.000000000029,200,200.000000000015,200.00000000005,200.00000000001,200.000000000004,200.000000000014,200.000000000025,200.000000000018,200.000000000022,200.000000000019,200.000000000019,199.999999999999,200.000000000024,200.000000000005,200.000000000047,199.999999999998,200.000000000033,200.00000000002,200.000000000017,200.000000000008,200.000000000019
200,200,200,200,199.999999999999,199.999999999999,200.000000000002,199.999999999996,199.999999999998,200,199.999999999998,199.999999999997,199.999999999998,199.99999999999,200.000000000002,199.99999999999,199.999999999989,200.000000000004,199.999999999994,199.999999999986,200,199.999999999993,199.999999999991,199.999999999998,199.999999999984,199.999999999986,199.99999999999,199.99999999999,200.000000000001,199.999999999987,199.999999999988,199.999999999989,199.999999999985,199.99999999999,199.999999999999,199.999999999985,199.999999999997,199.999999999986,199.999999999985,199.999999999985,199.999999999995,199.999999999991,199.999999999982,199.999999999994,199.999999999982,199.999999999984,200.000000000004,199.999999999983,199.999999999982,199.99999999999,200.000000000002,200.000000000007,200.000000000007,200.000000000009,200.000000000006,200.000000000019,199.999999999972,199.999999999998,200.000000000015,200.000000000016,199.999999999998,199.999999999996,200.000000000009,199.99999999999,200.000000000003,200.000000000017,199.999999999994,199.999999999992,199.999999999986,199.999999999992,199.99999999999,200.000000000012,200.000000000007,199.999999999987,199.999999999993,199.999999999991,199.999999999996,199.999999999993,200.000000000006,200.000000000004,199.999999999988,199.999999999976,200.000000000002,200.000000000001,200.000000000007,200.000000000004,199.999999999984,200.000000000002,200.000000000001,200.000000000008,199.999999999988,200.000000000005,199.999999999983,199.999999999958,200,199.999999999998,200.000000000002,199.999999999999,199.999999999997,200.000000000002
200,200,200.000000000001,200.000000000002,200.000000000001,200.000000000002,200.000000000001,199.999999999999,199.999999999999,200.000000000002,200.000000000001,200.000000000003,200.000000000006,200.000000000008,200,200.00000000001,200.000000000006,199.999999999998,200.000000000015,200.000000000013,200.000000000001,200.00000000001,200.000000000013,199.999999999996,200.000000000013,200.000000000012,200.000000000009,200.00000000001,200.000000000008,200.000000000011,200.000000000011,200.000000000016,200.00000000001,200.000000000014,200.00000000001,200.000000000005,200.000000000017,200.00000000001,200.000000000014,200.000000000019,200.000000000008,200.00000000002,200.00000000002,200.000000000017,200.00000000002,200.000000000014,200.000000000011,200.000000000023,200.000000000026,200.00000000002,200.00000000001,200.00000000002,200.000000000016,200.000000000019,200.000000000017,200.000000000031,200.000000000022,200.000000000034,200.000000000013,200.000000000024,200.000000000018,200.000000000014,200.000000000032,200.000000000022,200.000000000037,200.000000000027,200.000000000045,200.000000000019,200.00000000001,200.000000000026,200.000000000019,200.000000000031,200.000000000021,200.000000000042,200.000000000032,200.000000000013,200.000000000015,200.000000000019,200.000000000026,200.000000000025,200.000000000037,200.000000000029,200.00000000001,200.000000000018,200.000000000017,200.000000000033,200.000000000022,200.000000000043,200.000000000033,200.000000000027,200.00000000004,200.000000000041,200.000000000029,200.000000000018,200.000000000021,200.000000000028,200.000000000022,200.000000000037,200.000000000035,200.000000000025
